R.U.T.,Entidad,Vigencia,URL Ficha,rut,nombre_razon_social,nombre_fantasia,vigencia,tipo_persona,numero_inscripcion,tipo_doc_nombramiento,nro_doc_nombramiento,fecha_doc_nombramiento,telefono,domicilio,comuna,ciudad,region,casilla,url_ficha
77759732-9,GERONA SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77759732&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPAAAA&control=svs&pestania=1,77759732-9,GERONA SPA,GERONA SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9500,Certificado,,2023-08-21,,LA CAPITANIA 80 OF. 108,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77759732&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPAAAA&control=svs&pestania=1
77498192-6,GK CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77498192&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOrAAc&control=svs&pestania=1,77498192-6,GK CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9106,Certificado,,2022-04-13,,AVENIDA PROVIDENCIA 1208 OF. 1603,,SNATIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77498192&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOrAAc&control=svs&pestania=1
76300540-2,GLOBAL CORP CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76300540&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGTAAH&control=svs&pestania=1,76300540-2,GLOBAL CORP CORREDORES DE SEGUROS LIMITADA,GLOBAL CORP CHILE LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6191,Certificado,,2005-10-19,,COCHRANE 635 OF 904 TORRE A CENTRO PLAZA,,CONCEPCION,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76300540&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGTAAH&control=svs&pestania=1
76567497-2,GLOBAL CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76567497&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOQAAC&control=svs&pestania=1,76567497-2,GLOBAL CORREDORES DE SEGUROS SPA,GLOBAL SEGUROS SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7986,Certificado,,2016-07-19,,12 NORTE 785 OF. 1103,,VINA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76567497&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOQAAC&control=svs&pestania=1
77601091-K,GLOBAL GROUP CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77601091&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOvAAZ&control=svs&pestania=1,77601091-K,GLOBAL GROUP CORREDORA DE SEGUROS SPA,GLOBAL GROUP CORREDORA DE SEGUROS SPA. E,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9258,Certificado,,2022-09-29,,ESTRASBURGO 1113,,OSORNO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77601091&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOvAAZ&control=svs&pestania=1
76338764-K,GLOBAL INSURANCE CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76338764&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH9AAG&control=svs&pestania=1,76338764-K,GLOBAL INSURANCE CORREDORES DE SEGUROS SPA,GLOBAL INSURANCE SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7574,Certificado,,2014-06-26,,AVENIDA 7 NORTE 645 OF 508,,VINA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76338764&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH9AAG&control=svs&pestania=1
77880620-7,GLOBAL RISK (CHILE) LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77880620&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHIAAi&control=svs&pestania=1,77880620-7,GLOBAL RISK (CHILE) LIMITADA,GLOBAL RISK LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5780,Certificado,,2003-02-13,,GENERAL DEL CANTO 105 OFICINA 1005,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77880620&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHIAAi&control=svs&pestania=1
77920514-2,GMB CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77920514&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP7AAH&control=svs&pestania=1,77920514-2,GMB CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9658,Certificado,,2024-05-17,,JOSE MANUEL INFANTE 2520 DEPTO 505,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77920514&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP7AAH&control=svs&pestania=1
77383729-5,GO SEGUROS CORREDORES SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77383729&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO6AAi&control=svs&pestania=1,77383729-5,GO SEGUROS CORREDORES SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9391,Certificado,,2023-04-27,,AUSTRIA 2033,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77383729&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO6AAi&control=svs&pestania=1
76962765-0,GOLD SHIELD CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76962765&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOrAAI&control=svs&pestania=1,76962765-0,GOLD SHIELD CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8492,Certificado,,2019-03-20,,"18 DE SEPTIEMBRE 246, OF 805",,NUBLE,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76962765&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOrAAI&control=svs&pestania=1
77645199-1,GOLDEN CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77645199&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOlAAe&control=svs&pestania=1,77645199-1,GOLDEN CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9304,Certificado,,2022-12-14,,"PASAJE LAUCA 1945, VILLA DOÑA ANTONIA VI",,TALCA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77645199&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOlAAe&control=svs&pestania=1
77601349-8,GOODLINK CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77601349&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOhAAV&control=svs&pestania=1,77601349-8,GOODLINK CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9309,Certificado,,2022-12-19,,ISIDORA GOYENECHEA 3600 OFICINA 1102,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77601349&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOhAAV&control=svs&pestania=1
78064908-9,GOW & SANHUEZA CORREDORES DESEGUROS SpA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78064908&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPBAAN&control=svs&pestania=1,78064908-9,GOW & SANHUEZA CORREDORES DESEGUROS SpA,GOW & SANUEZA CORREDORES DESEGUROS SpA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9914,Certificado,,2025-05-14,,"NUEVA 5 N°261, TERRAZAS DE ANGELMO",,PUERTO MONTT,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78064908&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPBAAN&control=svs&pestania=1
77864321-9,GOZLET CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77864321&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPGAAB&control=svs&pestania=1,77864321-9,GOZLET CORREDORES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9607,Certificado,,2024-02-08,,AV. LA DEHESA 1822 OF. 430,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77864321&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPGAAB&control=svs&pestania=1
76364237-2,GPS CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76364237&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH%2FAAV&control=svs&pestania=1,76364237-2,GPS CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7512,Certificado,,2014-04-16,,"ASTURIAS 271, PISO 7",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76364237&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH%2FAAV&control=svs&pestania=1
77873593-8,GRAFFO CORREDORES DE SEGUROS SpA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77873593&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPgAAI&control=svs&pestania=1,77873593-8,GRAFFO CORREDORES DE SEGUROS SpA,GRAFFO CORREDORES DE SEGUROS SpA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9911,Certificado,,2025-05-13,,"ARTURO PRAT N°391, OFICINA 46",,ARICA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77873593&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPgAAI&control=svs&pestania=1
78974440-8,GRANDI Y COMPAÑIA LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78974440&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFjAAE&control=svs&pestania=1,78974440-8,GRANDI Y COMPAÑIA LIMITADA,ASEGRA LIMITADA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5051,Resolución,80,1997-04-02,,AV PROVIDENCIA 2348 OFICINA 66,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78974440&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFjAAE&control=svs&pestania=1
78049538-3,GREAT CAPITAL SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78049538&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPsAAK&control=svs&pestania=1,78049538-3,GREAT CAPITAL SPA,GREAT CAPITAL SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9896,Certificado,,2025-04-24,,LOS MILITARES 5620 PISO 9,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78049538&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPsAAK&control=svs&pestania=1
77504372-5,GREEN CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77504372&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO2AAc&control=svs&pestania=1,77504372-5,GREEN CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9135,Certificado,,2022-05-11,,AVDA. KENNEDY 9069 OF. 1501,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77504372&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO2AAc&control=svs&pestania=1
77474235-2,GRELL CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77474235&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAQ&control=svs&pestania=1,77474235-2,GRELL CORREDORES DE SEGUROS SPA,GRELL CORREDORES DE SEGUROS SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9139,Certificado,,2022-05-13,,SOTOMAYO 923,,CONCEPCIÓN,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77474235&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAQ&control=svs&pestania=1
77005139-8,GRUPO ANDES CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77005139&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP4AAB&control=svs&pestania=1,77005139-8,GRUPO ANDES CORREDORES DE SEGUROS SPA,GRUPO ANDES SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9476,Certificado,5075,2023-07-20,,"AVENIDA NUEVA TAJAMAR N°481, TORRE NORTE OFICINA 1902",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77005139&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP4AAB&control=svs&pestania=1
76217859-1,GRUPO GLOBAL CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76217859&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHiAAP&control=svs&pestania=1,76217859-1,GRUPO GLOBAL CORREDORES DE SEGUROS LIMITADA,GGCS,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7197,Certificado,,2012-08-14,,CERRO COLORADO 5240 PISO 6 T.DEL PARQ I,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76217859&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHiAAP&control=svs&pestania=1
77493688-2,GRUPO MAG CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77493688&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOwAAZ&control=svs&pestania=1,77493688-2,GRUPO MAG CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9070,Certificado,,2022-02-15,,INDEPENDENCIA N°1142,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77493688&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOwAAZ&control=svs&pestania=1
79919620-4,GSCHWIND Y COMPAÑÍA LIMITADA CORREDORES DE SEGUROS,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79919620&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFoAAW&control=svs&pestania=1,79919620-4,GSCHWIND Y COMPAÑÍA LIMITADA CORREDORES DE SEGUROS,GSCHWIND Y CÍA. LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3914,Resolución,181,1989-11-24,,CONSTITUCION 681 OFICINA 1,,CHILLAN,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79919620&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFoAAW&control=svs&pestania=1
77875409-6,GUIAR CONSULTORES CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77875409&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPEAAD&control=svs&pestania=1,77875409-6,GUIAR CONSULTORES CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9913,Certificado,,2025-05-14,,BAQUDANO 50 OFICINA 811,,ANTOFAGASTA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77875409&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPEAAD&control=svs&pestania=1
79786010-7,GUSTAVO A. MONTES Y CIA. LIMITADA CORREDORES DE SEGUROS,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79786010&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAe&control=svs&pestania=1,79786010-7,GUSTAVO A. MONTES Y CIA. LIMITADA CORREDORES DE SEGUROS,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3389,Resolución,43,1988-03-30,,AV APOQUINDO 6410 OF 204,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79786010&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAe&control=svs&pestania=1
77692977-8,GUZMÁN & COMPAÑÍA CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77692977&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAe&control=svs&pestania=1,77692977-8,GUZMÁN & COMPAÑÍA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9365,Certificado,,2023-03-13,,"ESTACION LOS VIENTOS N°295, CASA 11",,ANTOFAGASTA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77692977&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAe&control=svs&pestania=1
76701261-6,GYC CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76701261&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWORAAc&control=svs&pestania=1,76701261-6,GYC CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8137,Certificado,,2017-06-08,,"AV. VICUÑA MACKENNA N°10653, B-6",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76701261&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWORAAc&control=svs&pestania=1
77385279-0,H&P CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77385279&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO1AAd&control=svs&pestania=1,77385279-0,H&P CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8911,Certificado,,2021-08-19,,DIEGO DE ORO 382,,CONCEPCION,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77385279&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO1AAd&control=svs&pestania=1
78316880-4,H. B CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78316880&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO2AAL&control=svs&pestania=1,78316880-4,H. B CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8373,Certificado,,2018-08-23,,"ESTORIL 200, OFICINA 936",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78316880&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO2AAL&control=svs&pestania=1
77402168-K,HANIN CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77402168&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOtAAe&control=svs&pestania=1,77402168-K,HANIN CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9062,Certificado,,2022-02-09,,ALONSO DE CORDOVA 5670 OFICINA 1202,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77402168&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOtAAe&control=svs&pestania=1
77171680-6,HANNA CORREDORES DE SEGUROS COMPAÑIA LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77171680&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF4AAL&control=svs&pestania=1,77171680-6,HANNA CORREDORES DE SEGUROS COMPAÑIA LIMITADA,HANNA CORREDORES DE SEGUROS LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5204,Resolución,307,1998-09-25,,TALAVERAS DE LA REINA 750,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77171680&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF4AAL&control=svs&pestania=1
77905540-K,"HASCHE Y COMPAÑIA, CORREDORES DE SEGUROS LIMITADA",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77905540&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAG4AAW&control=svs&pestania=1,77905540-K,"HASCHE Y COMPAÑIA, CORREDORES DE SEGUROS LIMITADA",HASCHE Y CIA. LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5785,Certificado,,2003-04-16,,MANQUEHUE NORTE N 1207,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77905540&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAG4AAW&control=svs&pestania=1
76959456-6,"HBM CORREDORES DE SEGUROS, ASESORIAS E INVERSIONES SPA",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76959456&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOdAAU&control=svs&pestania=1,76959456-6,"HBM CORREDORES DE SEGUROS, ASESORIAS E INVERSIONES SPA",,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8562,Certificado,,2019-08-05,,SUECIA 0142 OFICINA 202,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76959456&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOdAAU&control=svs&pestania=1
77642846-9,HIMMEL CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77642846&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOlAAd&control=svs&pestania=1,77642846-9,HIMMEL CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9315,Certificado,,2022-12-22,,ISIDORA GOYENECHEA 2039 OF 301,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77642846&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOlAAd&control=svs&pestania=1
77634786-8,HITS CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77634786&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOmAAe&control=svs&pestania=1,77634786-8,HITS CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9298,Certificado,,2022-11-29,,"CERRO EL PLOMO 5630, OFICINA 201",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77634786&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOmAAe&control=svs&pestania=1
78035085-7,"HMS CORREDORES SpA,",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78035085&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPCAAI&control=svs&pestania=1,78035085-7,"HMS CORREDORES SpA,","HMS CORREDORES SpA,",Corredor No Previs. Con Registro Vigente,Persona Jurídica,9893,Certificado,,2025-04-22,,"AUGUSTO KEITEL 63, VIÑA DEL MAR",,VIÑA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78035085&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPCAAI&control=svs&pestania=1
86711500-5,HORMENT Y COMPAÑIA LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86711500&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGdAAK&control=svs&pestania=1,86711500-5,HORMENT Y COMPAÑIA LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3583,Resolución,183,1988-10-07,,AHUMADA 312 OF 609,,SANTIAGO,,2102,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86711500&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGdAAK&control=svs&pestania=1
